compound	type	feature	score
DASATINIB	perturbation	FGR	-1
DASATINIB	perturbation	FRK	-1
DASATINIB	perturbation	FYN	-1
DASATINIB	perturbation	HCK	-1
DASATINIB	perturbation	KIT	-1
DASATINIB	perturbation	LCK	-1
DASATINIB	perturbation	LYN	-1
DASATINIB	perturbation	PDGFRB	-1
DASATINIB	perturbation	SRC	-1
DASATINIB	perturbation	SRMS	-1
DASATINIB	perturbation	STAT5B	-1
DASATINIB	perturbation	YES1	-1
DASATINIB	perturbation	ABL1	-1
DASATINIB	perturbation	ABL2	-1
DASATINIB	perturbation	BLK	-1
DASATINIB	perturbation	EPHA2	-1
DASATINIB	perturbation	FGR	-1
DASATINIB	perturbation	FRK	-1
DASATINIB	perturbation	FYN	-1
DASATINIB	perturbation	HCK	-1
DASATINIB	perturbation	KIT	-1
DASATINIB	perturbation	LCK	-1
DASATINIB	perturbation	LYN	-1
DASATINIB	perturbation	PDGFRB	-1
DASATINIB	perturbation	SRC	-1
DASATINIB	perturbation	SRMS	-1
DASATINIB	perturbation	STAT5B	-1
DASATINIB	perturbation	YES1	-1
DASATINIB	perturbation	ABL1	-1
DASATINIB	perturbation	ABL2	-1
DASATINIB	perturbation	BLK	-1
DASATINIB	perturbation	EPHA2	-1
DASATINIB	perturbation	FGR	-1
DASATINIB	perturbation	FRK	-1
DASATINIB	perturbation	FYN	-1
DASATINIB	perturbation	HCK	-1
DASATINIB	perturbation	KIT	-1
DASATINIB	perturbation	LCK	-1
DASATINIB	perturbation	LYN	-1
DASATINIB	perturbation	PDGFRB	-1
DASATINIB	perturbation	SRC	-1
DASATINIB	perturbation	SRMS	-1
DASATINIB	perturbation	STAT5B	-1
DASATINIB	perturbation	YES1	-1
DASATINIB	perturbation	ABL1	-1
DASATINIB	perturbation	ABL2	-1
DASATINIB	perturbation	BLK	-1
DASATINIB	perturbation	EPHA2	-1
DASATINIB	perturbation	FGR	-1
DASATINIB	perturbation	FRK	-1
DASATINIB	perturbation	FYN	-1
DASATINIB	perturbation	HCK	-1
DASATINIB	perturbation	KIT	-1
DASATINIB	perturbation	LCK	-1
DASATINIB	perturbation	LYN	-1
DASATINIB	perturbation	PDGFRB	-1
DASATINIB	perturbation	SRC	-1
DASATINIB	perturbation	SRMS	-1
DASATINIB	perturbation	STAT5B	-1
DASATINIB	perturbation	YES1	-1
DASATINIB	perturbation	ABL1	-1
DASATINIB	perturbation	ABL2	-1
DASATINIB	perturbation	BLK	-1
DASATINIB	perturbation	EPHA2	-1
DASATINIB	perturbation	FGR	-1
DASATINIB	perturbation	FRK	-1
DASATINIB	perturbation	FYN	-1
DASATINIB	perturbation	HCK	-1
DASATINIB	perturbation	KIT	-1
DASATINIB	perturbation	LCK	-1
DASATINIB	perturbation	LYN	-1
DASATINIB	perturbation	PDGFRB	-1
DASATINIB	perturbation	SRC	-1
DASATINIB	perturbation	SRMS	-1
DASATINIB	perturbation	STAT5B	-1
DASATINIB	perturbation	YES1	-1
DASATINIB	perturbation	ABL1	-1
DASATINIB	perturbation	ABL2	-1
DASATINIB	perturbation	BLK	-1
DASATINIB	perturbation	EPHA2	-1
DASATINIB	perturbation	FGR	-1
DASATINIB	perturbation	FRK	-1
DASATINIB	perturbation	FYN	-1
DASATINIB	perturbation	HCK	-1
DASATINIB	perturbation	KIT	-1
DASATINIB	perturbation	LCK	-1
DASATINIB	perturbation	LYN	-1
DASATINIB	perturbation	PDGFRB	-1
DASATINIB	perturbation	SRC	-1
DASATINIB	perturbation	SRMS	-1
DASATINIB	perturbation	STAT5B	-1
DASATINIB	perturbation	YES1	-1
DASATINIB	perturbation	ABL1	-1
DASATINIB	perturbation	ABL2	-1
DASATINIB	perturbation	BLK	-1
DASATINIB	perturbation	EPHA2	-1
DASATINIB	perturbation	FGR	-1
DASATINIB	perturbation	FRK	-1
DASATINIB	perturbation	FYN	-1
DASATINIB	perturbation	HCK	-1
DASATINIB	perturbation	KIT	-1
DASATINIB	perturbation	LCK	-1
DASATINIB	perturbation	LYN	-1
DASATINIB	perturbation	PDGFRB	-1
DASATINIB	perturbation	SRC	-1
DASATINIB	perturbation	SRMS	-1
DASATINIB	perturbation	STAT5B	-1
DASATINIB	perturbation	YES1	-1
DASATINIB	perturbation	ABL1	-1
DASATINIB	perturbation	ABL2	-1
DASATINIB	perturbation	BLK	-1
DASATINIB	perturbation	EPHA2	-1
DASATINIB	perturbation	FGR	-1
DASATINIB	perturbation	FRK	-1
DASATINIB	perturbation	FYN	-1
DASATINIB	perturbation	HCK	-1
DASATINIB	perturbation	KIT	-1
DASATINIB	perturbation	LCK	-1
DASATINIB	perturbation	LYN	-1
DASATINIB	perturbation	PDGFRB	-1
DASATINIB	perturbation	SRC	-1
DASATINIB	perturbation	SRMS	-1
DASATINIB	perturbation	STAT5B	-1
DASATINIB	perturbation	YES1	-1
DASATINIB	perturbation	ABL1	-1
DASATINIB	perturbation	ABL2	-1
DASATINIB	perturbation	BLK	-1
DASATINIB	perturbation	EPHA2	-1
DASATINIB	perturbation	FGR	-1
DASATINIB	perturbation	FRK	-1
DASATINIB	perturbation	FYN	-1
DASATINIB	perturbation	HCK	-1
DASATINIB	perturbation	KIT	-1
DASATINIB	perturbation	LCK	-1
DASATINIB	perturbation	LYN	-1
DASATINIB	perturbation	PDGFRB	-1
DASATINIB	perturbation	SRC	-1
DASATINIB	perturbation	SRMS	-1
DASATINIB	perturbation	STAT5B	-1
DASATINIB	perturbation	YES1	-1
DASATINIB	perturbation	ABL1	-1
DASATINIB	perturbation	ABL2	-1
DASATINIB	perturbation	BLK	-1
DASATINIB	perturbation	EPHA2	-1
DASATINIB	perturbation	FGR	-1
DASATINIB	perturbation	FRK	-1
DASATINIB	perturbation	FYN	-1
DASATINIB	perturbation	HCK	-1
DASATINIB	perturbation	KIT	-1
DASATINIB	perturbation	LCK	-1
DASATINIB	perturbation	LYN	-1
DASATINIB	perturbation	PDGFRB	-1
DASATINIB	perturbation	SRC	-1
DASATINIB	perturbation	SRMS	-1
DASATINIB	perturbation	STAT5B	-1
DASATINIB	perturbation	YES1	-1
DASATINIB	perturbation	ABL1	-1
DASATINIB	perturbation	ABL2	-1
DASATINIB	perturbation	BLK	-1
DASATINIB	perturbation	EPHA2	-1
DASATINIB	perturbation	FGR	-1
DASATINIB	perturbation	FRK	-1
DASATINIB	perturbation	FYN	-1
DASATINIB	perturbation	HCK	-1
DASATINIB	perturbation	KIT	-1
DASATINIB	perturbation	LCK	-1
DASATINIB	perturbation	LYN	-1
DASATINIB	perturbation	PDGFRB	-1
DASATINIB	perturbation	SRC	-1
DASATINIB	perturbation	SRMS	-1
DASATINIB	perturbation	STAT5B	-1
DASATINIB	perturbation	YES1	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
DOVITINIB	perturbation	FGFR1	-1
DOVITINIB	perturbation	FGFR2	-1
DOVITINIB	perturbation	FGFR3	-1
DOVITINIB	perturbation	FLT1	-1
DOVITINIB	perturbation	FLT3	-1
DOVITINIB	perturbation	FLT4	-1
DOVITINIB	perturbation	KDR	-1
DOVITINIB	perturbation	KIT	-1
FORETINIB	perturbation	FLT1	-1
FORETINIB	perturbation	FLT4	-1
FORETINIB	perturbation	KDR	-1
FORETINIB	perturbation	MET	-1
FORETINIB	perturbation	FLT1	-1
FORETINIB	perturbation	FLT4	-1
FORETINIB	perturbation	KDR	-1
FORETINIB	perturbation	MET	-1
FORETINIB	perturbation	FLT1	-1
FORETINIB	perturbation	FLT4	-1
FORETINIB	perturbation	KDR	-1
FORETINIB	perturbation	MET	-1
FORETINIB	perturbation	FLT1	-1
FORETINIB	perturbation	FLT4	-1
FORETINIB	perturbation	KDR	-1
FORETINIB	perturbation	MET	-1
FORETINIB	perturbation	FLT1	-1
FORETINIB	perturbation	FLT4	-1
FORETINIB	perturbation	KDR	-1
FORETINIB	perturbation	MET	-1
FORETINIB	perturbation	FLT1	-1
FORETINIB	perturbation	FLT4	-1
FORETINIB	perturbation	KDR	-1
FORETINIB	perturbation	MET	-1
FORETINIB	perturbation	FLT1	-1
FORETINIB	perturbation	FLT4	-1
FORETINIB	perturbation	KDR	-1
FORETINIB	perturbation	MET	-1
FORETINIB	perturbation	FLT1	-1
FORETINIB	perturbation	FLT4	-1
FORETINIB	perturbation	KDR	-1
FORETINIB	perturbation	MET	-1
FORETINIB	perturbation	FLT1	-1
FORETINIB	perturbation	FLT4	-1
FORETINIB	perturbation	KDR	-1
FORETINIB	perturbation	MET	-1
FORETINIB	perturbation	FLT1	-1
FORETINIB	perturbation	FLT4	-1
FORETINIB	perturbation	KDR	-1
FORETINIB	perturbation	MET	-1
FORETINIB	perturbation	FLT1	-1
FORETINIB	perturbation	FLT4	-1
FORETINIB	perturbation	KDR	-1
FORETINIB	perturbation	MET	-1
FORETINIB	perturbation	FLT1	-1
FORETINIB	perturbation	FLT4	-1
FORETINIB	perturbation	KDR	-1
FORETINIB	perturbation	MET	-1
FORETINIB	perturbation	FLT1	-1
FORETINIB	perturbation	FLT4	-1
FORETINIB	perturbation	KDR	-1
FORETINIB	perturbation	MET	-1
FORETINIB	perturbation	FLT1	-1
FORETINIB	perturbation	FLT4	-1
FORETINIB	perturbation	KDR	-1
FORETINIB	perturbation	MET	-1
FORETINIB	perturbation	FLT1	-1
FORETINIB	perturbation	FLT4	-1
FORETINIB	perturbation	KDR	-1
FORETINIB	perturbation	MET	-1
FORETINIB	perturbation	FLT1	-1
FORETINIB	perturbation	FLT4	-1
FORETINIB	perturbation	KDR	-1
FORETINIB	perturbation	MET	-1
FORETINIB	perturbation	FLT1	-1
FORETINIB	perturbation	FLT4	-1
FORETINIB	perturbation	KDR	-1
FORETINIB	perturbation	MET	-1
FORETINIB	perturbation	FLT1	-1
FORETINIB	perturbation	FLT4	-1
FORETINIB	perturbation	KDR	-1
FORETINIB	perturbation	MET	-1
FORETINIB	perturbation	FLT1	-1
FORETINIB	perturbation	FLT4	-1
FORETINIB	perturbation	KDR	-1
FORETINIB	perturbation	MET	-1
FORETINIB	perturbation	FLT1	-1
FORETINIB	perturbation	FLT4	-1
FORETINIB	perturbation	KDR	-1
FORETINIB	perturbation	MET	-1
FORETINIB	perturbation	FLT1	-1
FORETINIB	perturbation	FLT4	-1
FORETINIB	perturbation	KDR	-1
FORETINIB	perturbation	MET	-1
FORETINIB	perturbation	FLT1	-1
FORETINIB	perturbation	FLT4	-1
FORETINIB	perturbation	KDR	-1
FORETINIB	perturbation	MET	-1
FORETINIB	perturbation	FLT1	-1
FORETINIB	perturbation	FLT4	-1
FORETINIB	perturbation	KDR	-1
FORETINIB	perturbation	MET	-1
FORETINIB	perturbation	FLT1	-1
FORETINIB	perturbation	FLT4	-1
FORETINIB	perturbation	KDR	-1
FORETINIB	perturbation	MET	-1
FORETINIB	perturbation	FLT1	-1
FORETINIB	perturbation	FLT4	-1
FORETINIB	perturbation	KDR	-1
FORETINIB	perturbation	MET	-1
FORETINIB	perturbation	FLT1	-1
FORETINIB	perturbation	FLT4	-1
FORETINIB	perturbation	KDR	-1
FORETINIB	perturbation	MET	-1
FORETINIB	perturbation	FLT1	-1
FORETINIB	perturbation	FLT4	-1
FORETINIB	perturbation	KDR	-1
FORETINIB	perturbation	MET	-1
FORETINIB	perturbation	FLT1	-1
FORETINIB	perturbation	FLT4	-1
FORETINIB	perturbation	KDR	-1
FORETINIB	perturbation	MET	-1
